ID,gender,region,age,city,q1_rating,q1_reason,q2_rating,q2_reason,q2_reason-Comment,q3_rating,q3_reason,q4_1_rating,q5_1_rating,rating_outside_توفر المنتجات البترولية,rating_outside_المسافات بين المحطات,rating_outside_النظافة العامة لمرافق المحطة,rating_outside_نظافة وصيانة المسجد,rating_outside_نظافة دورات المياه,rating_outside_مظهر العاملين,rating_outside_تنوع العلامات التجارية (مطاعم ومقاهي),rating_outside_مستوى التموينات,rating_outside_خدمات السيارات (مغسلة - تغيير زيوت...),rating_inside_توفر المنتجات البترولية,rating_inside_المسافات بين المحطات,rating_inside_النظافة العامة لمرافق المحطة,rating_inside_توفر المصليات,rating_inside_توفر دورات المياه,rating_inside_مظهر العاملين,rating_inside_التموينات,rating_inside_خدمة تعبئة الماء والهواء المجانية,question1,HappendAt,InstanceId
6309,"ذكر","المنطقة الشرقية","من 18 إلى 29 سنة","الأحساء","4",,"3","عدم توفر وقود 91",,"2","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","1","2","4","1","1","2","1","2","3","4","2","4","1","3","2","2","3","3","1","زيادة عدد المحطات في مدينة العيون لا توجد الا واحدة فقط ","5/1/2025, 6:07:27 PM",
6310,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الخبر","5",,"5",,,"5",,"4","5",,,,,,,,,,,,,,,,,,,"5/18/2025, 7:14:08 PM",
6311,"ذكر","منطقة مكة المكرمة","من 30 إلى 39 سنة","الطائف","4",,"4",,,"5",,"3","4","4","5","3","3","2","5","4","4","4",,,,,,,,,,"5/19/2025, 7:02:28 AM",
6312,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 7:31:08 PM",
6313,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","4",,"5",,,"5",,"3","4","4","3","3","3","3","5","3","4","5",,,,,,,,,"العمل اكثر علي نظافة المحطات والتموينات والمغسله  وكل المرافق داخل المحطه","5/1/2025, 7:11:10 PM",
6314,"ذكر","المنطقة الشرقية","من 30 إلى 39 سنة","الدمام","5",,"5",,,"5",,"3","5","5","3",,"5","5","5","5","5","5",,,,,,,,,,"5/18/2025, 5:48:01 PM",
6315,"ذكر","منطقة مكة المكرمة","من 40 إلى 55 سنة","جدة","5",,"5",,,"5",,"4","5",,,,,,,,,,,,,,,,,,"ماشاء الله تبارك الله كلها ممتازة","5/18/2025, 5:49:33 PM",
6316,"ذكر","منطقة الرياض","من 18 إلى 29 سنة","الرياض","3","المظهر العام لمحطات الوقود
التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","3","عدم توفر وقود 91",,"4",,"3","3","3","2","3","3","3","3","2","3","3","3","2","2","3","2","3","1","1","تطوير محطات الوقود لتصبح مراكز خدمة متكاملة رقمياً، توفر إلى جانب الوقود خدمات متنوعة (مثل الصيانة السريعة، غسيل السيارات، ونقاط البيع المتطورة) مع تبني حلول الدفع الذكية والتطبيقات الموحدة لتجربة عميل أسرع وأكثر راحة وكفاءة.","5/1/2025, 6:07:25 PM",
6317,"ذكر","منطقة الرياض","من 18 إلى 29 سنة","الرياض","4",,"3","عدم توفر ديزل
عدم توفر وقود 95",,"2","عدم توفر الدفع بالبطاقات الائتمانية","3","4","2","2","3","4","3","2","4","3","3",,,,,,,,,,"5/1/2025, 7:39:33 PM",
6318,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","5",,"3","عدم توفر وقود 91",,"5",,"2","5","2","1","1","1","1","2","1","1","2",,,,,,,,,"المحطات على خط الجنوب تحتاج رقابة وصيانة اكثر","5/18/2025, 6:28:40 PM",
6319,"ذكر","منطقة مكة المكرمة","من 30 إلى 39 سنة","الطائف","3","ضعف التقدم في تطوير المحطات","5",,,"1","عدم توفر الدفع بالبطاقات الائتمانية","1","3","5","3","1","1","1","3","1","3","3","3","3","3","2","1","2","3","1","M0559949449@gmail.con","5/18/2025, 4:50:31 PM",
6320,"ذكر","منطقة نجران","من 40 إلى 55 سنة","نجران","3","التفاوت في الخدمات المقدمة
المظهر العام لمحطات الوقود","4",,,"3","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","4","2",,,,,,,,,,"4","3","3","3","3","3","4","3","لابد. من متابعة المحطات  وتقيمها  بشكل مستمر  والتعقيب  من صاحب الصلاحية  ","5/1/2025, 7:18:40 PM",
6321,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","3","ضعف التقدم في تطوير المحطات
المظهر العام لمحطات الوقود","4",,,"4",,"4","4",,,,,,,,,,,,,,,,,,"بعض المحطات لا يقبلون بطاقات الفيزا","5/18/2025, 5:47:32 PM",
6322,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الدمام","4",,"5",,,"5",,"5","3",,,,,,,,,,"5","5","4","3","2","4","5","3","دورات المياه سيئة جداََ خصوصاََ داخل المدن ","5/1/2025, 5:56:43 PM",
6323,"ذكر","منطقة مكة المكرمة","من 40 إلى 55 سنة","جدة","4",,"4",,,"4",,"3","4","5","3","2","3","2","3","3","3","3",,,,,,,,,,"5/2/2025, 2:32:22 PM",
6324,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","3","ضعف التقدم في تطوير المحطات","3","عدم توفر ديزل",,"1","عدم توفر الدفع بالبطاقات الائتمانية","3","3","2","3","3","2","2","2","2","2",,"2",,,,,,"2",,,"5/18/2025, 4:58:22 PM",
6325,"ذكر","منطقة الرياض","أكثر من 60 سنة","الرياض","4",,"5",,,"5",,"4","4",,,,,,,,,,,,,,,,,,"يرجى توفير نقاط شحن للسيارات الكهربائية ","5/18/2025, 4:43:15 PM",
6326,"ذكر","منطقة الرياض","من 18 إلى 29 سنة","الرياض","1","ضعف التقدم في تطوير المحطات
التفاوت في الخدمات المقدمة
المظهر العام لمحطات الوقود","1","عدم توفر وقود 91
عدم توفر وقود 95",,"1","عدم قبول الدفع نقدًا
عدم توفر الدفع ببطاقات مدى
عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","5","3",,,,,,,,,,"5","1","5","1","1","5","1","5","الدفع ","5/19/2025, 8:02:54 AM",
6327,"ذكر","منطقة الرياض","من 56 إلى 60 سنة","الخرج","4",,"3","عدم توفر ديزل",,"4",,"3","2","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","تطبيق مسافة آمنة بين المحطات داخل المدن والمراقبة المستمرة ","5/1/2025, 6:30:57 PM",
6328,"أنثى","منطقة الرياض","من 30 إلى 39 سنة","الرياض","5",,"5",,,"3","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","5","5",,,,,,,,,,,,,,,,,,,"6/17/2025, 11:02:35 PM",
6329,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الأحساء","4",,"5",,,"5",,"4","5",,,,,,,,,,,,,,,,,,"المتابعة لعدم مخالفة او التراجع عن جودة الخدمات المقدمة لتقديم المزيد من الجودة","5/3/2025, 3:25:13 AM",
6330,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الدمام","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 5:40:30 PM",
6331,"ذكر","منطقة الرياض","من 18 إلى 29 سنة","الرياض","4",,"5",,,"1","عدم توفر الدفع بالبطاقات الائتمانية","2","4","5","3","2","2","2","3","2","3","4",,,,,,,,,"نبي شركات محطات وقود على خط الرين خميس مشيط بعد المحطات بعد محافظة الرين محطتين على الطريق واضحة ولكن عشوائية لا تتبع اي شركة لو كل ٥٠ كيلو و ١٠٠ محطة محترمة ممتاز جدا ","5/1/2025, 5:52:50 PM",
6332,"ذكر","منطقة جازان","من 18 إلى 29 سنة","أحد المسارحة","2","المظهر العام لمحطات الوقود
التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","3","عدم توفر وقود 95",,"3","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","2","2","3","3","2","1","1","1","2","1","1","3","1","1","1","1","1","4","4",,"5/18/2025, 5:07:08 PM",
6333,"ذكر","منطقة مكة المكرمة","من 30 إلى 39 سنة","تربة","3","التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","3","عدم توفر وقود 95
عدم توفر ديزل",,"1","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","1","3","3","4","2","2","1","3","2","2","3","2","4","2","2","1","3","3","1",,"5/1/2025, 7:07:47 PM",
6334,"ذكر","منطقة الرياض","من 18 إلى 29 سنة","الرياض","3","ضعف التقدم في تطوير المحطات","5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 7:44:53 PM",
6335,"ذكر","منطقة الباحة","من 40 إلى 55 سنة","المندق","5",,"5",,,"5",,"4","4",,,,,,,,,,,,,,,,,,"اتمنى الاهتمام بالمساجد ودوراة المياه ، كما اتمنى تنوبع الشركات داخل المدن ، ف مدينة الباحه ومحافظاتها ينقصها الكثير شركه واحده هي المسيطره ، كما اتمنى بان يتم التشديد على النظافه داخل خدمات المجمع ككل .. ","5/1/2025, 5:48:44 PM",
6336,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","5",,"5",,,"3","other","4","5",,,,,,,,,,,,,,,,,,,"6/12/2025, 10:08:13 PM",
6337,"ذكر","منطقة حائل","من 40 إلى 55 سنة","حائل","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"شكراً لكم . ","5/18/2025, 6:20:48 PM",
6338,"ذكر","منطقة مكة المكرمة","من 30 إلى 39 سنة","رنية","1","المظهر العام لمحطات الوقود
التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات
other","1","عدم توفر وقود 95",,"1","other","3","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","اتمنى يكون هناك صرامة على المحطات ونضرها الخارجي ومنضرها الخارجي وايضاً لبس عمال المحطة يكون هناك طقم في اللباس ","5/1/2025, 7:05:39 PM",
6339,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الدمام","3","التفاوت في الخدمات المقدمة","4",,,"4",,"5","2",,,,,,,,,,"4","4","2","2","2","4","4","2","توفير احهزة صرافات السحب الالي في المحطات ATM","5/1/2025, 6:34:57 PM",
6340,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"6/22/2025, 7:33:53 PM",
6341,"ذكر","المنطقة الشرقية","من 18 إلى 29 سنة","الدمام","3","المظهر العام لمحطات الوقود","4",,,"5",,"3","4","4","2","3","4","2","4","5","4","4",,,,,,,,,"زيادة المحطات في طريق الدمام الرياض وترميم المحطات القديمه ","5/1/2025, 5:47:11 PM",
6342,"ذكر","منطقة حائل","من 40 إلى 55 سنة","حائل","2","التفاوت في الخدمات المقدمة","2","عدم توفر ديزل
عدم توفر وقود 95",,"2","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","3","2","2","3","2","1","1","3","3","4","3","2","3","2","2","1","3","3","4","ارجو توحيد الوقود بالمحطات يختلف من محطة الى اخرى فيه خفيف مثل الماء يحترق بسرعة وبعض المحطات يبطيء لماذا هل الوقود درجات او الغش من بعض العمالة الوافدة ارجو مراجعة المحطات بأستمرار","5/18/2025, 5:24:40 PM",
6343,"أنثى","منطقة الرياض","من 40 إلى 55 سنة","الرياض","4",,"5",,,"5",,"3","5","5","5","3","3","3","5","5","5","5",,,,,,,,,"المزيد من نظافة المسجد ودورات المياه ","5/19/2025, 12:09:30 AM",
6344,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الأحساء","4",,"4",,,"4",,"3","4","5","5","4","3","2","3","4","5","4",,,,,,,,,,"5/1/2025, 6:44:07 PM",
6345,"ذكر","منطقة القصيم","من 18 إلى 29 سنة","البكيرية","4",,"4",,,"3","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","4","3",,,,,,,,,,"4","3","3","4","3","3","4","2",,"5/18/2025, 4:55:02 PM",
6346,"ذكر","منطقة تبوك","من 30 إلى 39 سنة","تبوك","2","التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","3","عدم توفر وقود 95
عدم توفر ديزل
other","عدم توفر كاز","1","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","1","3","1","1","1","1","1","1","1","1","1","3","3","2","2","1","3","4","2",,"5/1/2025, 5:59:43 PM",
6347,"ذكر","منطقة المدينة المنورة","من 40 إلى 55 سنة","المدينة المنورة","4",,"4",,,"4",,"4","4",,,,,,,,,,,,,,,,,,,"5/18/2025, 8:22:06 PM",
6348,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الأحساء","4",,"5",,,"5",,"4","3",,,,,,,,,,"4","4","1","3","3","3","3","2","تقليل  أعداد الشاحنات في المحطات ","5/18/2025, 5:13:22 PM",
6349,"ذكر","منطقة المدينة المنورة","من 30 إلى 39 سنة","ينبع","2","ضعف التقدم في تطوير المحطات","2","عدم توفر وقود 91",,"5",,"3","3","2","3","1","4","2","4","4","5","5","5","2","3","4","1","3","4","3","نظافه الحمامات اول بأول ","5/1/2025, 9:28:17 PM",
6350,"ذكر","منطقة الباحة","من 18 إلى 29 سنة","قولة","1","المظهر العام لمحطات الوقود
ضعف التقدم في تطوير المحطات","5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/2/2025, 12:28:19 AM",
6351,"ذكر","منطقة مكة المكرمة","من 40 إلى 55 سنة","الطائف","3",,"4",,,"5",,"4","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 6:24:44 PM",
6352,"ذكر","منطقة عسير","من 56 إلى 60 سنة","بلقرن","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 6:57:20 PM",
6353,"أنثى","منطقة المدينة المنورة","من 30 إلى 39 سنة","المدينة المنورة","4",,"4",,,"4",,"4","4",,,,,,,,,,,,,,,,,,"راضٍ عن الخدمات","6/7/2025, 2:07:12 PM",
6354,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","5",,"4",,,"5",,"3","5","2","3","3","3","2","1","2","5","1",,,,,,,,,"لا يوجد","6/16/2025, 9:52:15 AM",
6355,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","2","المظهر العام لمحطات الوقود
التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","2","عدم توفر وقود 95
عدم توفر ديزل",,"4",,"2","2","3","3","3","1","1","2","2","2","1","3","2","2","2","1","2","2","1","الرجاء منكم الاهتمام لمواكبة رؤية سمو ولي العهد  حفظة الله ","5/1/2025, 7:26:01 PM",
6356,"أنثى","منطقة مكة المكرمة","من 40 إلى 55 سنة","مكة المكرمة","1","التفاوت في الخدمات المقدمة","3","عدم توفر وقود 95",,"5",,"1","5","3","3","1","1","1","3","1","3","2",,,,,,,,,"عدم نظافة المرافق بالمحطة بمافيها دورات المياه والمصلى اضافة إلى عدم توفر مطاعم وكوفيات متعدده  مما يودي إلى زحمة ف المكان ","5/2/2025, 4:08:59 PM",
6357,"ذكر","منطقة مكة المكرمة","من 30 إلى 39 سنة","جدة","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/18/2025, 5:14:04 PM",
6358,"ذكر","منطقة مكة المكرمة","من 18 إلى 29 سنة","جدة","4",,"4",,,"3","عدم توفر الدفع بالبطاقات الائتمانية","3","4","4","3","3","4","3","3","4","4","3",,,,,,,,,"أتمنى منكم زيادة التشديد و الرقابة على نظافة دورات المياه و المساجد و زيادة عدد المحطات في الطرق بين المدن و جعلها متكاملة من جميع النواحي ","5/1/2025, 6:45:17 PM",
6359,"ذكر","منطقة مكة المكرمة","من 30 إلى 39 سنة","جدة","4",,"5",,,"1","عدم توفر الدفع بالبطاقات الائتمانية","4","4",,,,,,,,,,,,,,,,,,"توفير الدفع بالبطاقة الائتمان ","5/2/2025, 10:26:28 AM",
6360,"ذكر","المنطقة الشرقية","من 30 إلى 39 سنة","الخفجي","1","التفاوت في الخدمات المقدمة
المظهر العام لمحطات الوقود
ضعف التقدم في تطوير المحطات","3","عدم توفر وقود 95",,"3","عدم توفر الدفع بالبطاقات الائتمانية","1","5","3","1","1","3","1","1","1","5","4",,,,,,,,,"ياخي المفروض اذا محطة موجودة تكون الثانية مقابلة في الشارع الثاني اثناء السفر مثال اذا ابي اعبي بنزين ومافيه الا محطة وحدة على يساري في الشارع الثاني راح اضطر اخذ فوق تحت مع اقرب كبري او اعكس عشان اعبي هذا اذا الكبري فريب وقس على ذالك ثاني شي ياخي ارسلو احد منكم لاوروبا يشوف محطاتهم كيف واعتمدها عندنا ","5/1/2025, 6:42:20 PM",
6361,"ذكر","منطقة المدينة المنورة","من 40 إلى 55 سنة","المدينة المنورة","5",,"5",,,"3","عدم توفر الدفع بالبطاقات الائتمانية","4","4",,,,,,,,,,,,,,,,,,"1 - عدم توفر الدفع بالفيزا في بعض المحطات 2 - وجود تانكي الديزل بين توانك البنزين في المحطات الصغيره ","5/1/2025, 9:22:20 PM",
6362,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الخبر","4",,"5",,,"4",,"3","4","5","3","2","4","2","4","3","4","3",,,,,,,,,"‏اقترح تنوع المطاعم ذات الوجبات السريعة على الطرق وكذلك الاهتمام بنظافه دورات المياه","5/18/2025, 6:53:43 PM",
6363,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","4",,"4",,,"4",,"4","5",,,,,,,,,,,,,,,,,,"نشكركم على بذل جهودكم لراحة المواطنين واتمنى منكم ان تلقو نظره على محطات الوقود على الطرق السريعة ","5/18/2025, 6:51:53 PM",
6364,"ذكر","منطقة الرياض","من 18 إلى 29 سنة","الرياض","3","ضعف التقدم في تطوير المحطات","4",,,"2","عدم توفر الدفع بالبطاقات الائتمانية","2","3","4","2","1","2","2","4","3","5","4","5","5","2","4","2","3","5","5",,"5/1/2025, 7:30:46 PM",
6365,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","3","التفاوت في الخدمات المقدمة","4",,,"4",,"4","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 5:45:35 PM",
6366,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","4",,"5",,,"5",,"3","4","4","4","3","3","2","4","4","4","4",,,,,,,,,,"5/18/2025, 8:17:57 PM",
6367,"ذكر","منطقة المدينة المنورة","من 18 إلى 29 سنة","ينبع","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 5:40:56 PM",
6368,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","4",,"4",,,"5",,"3","4","4","5","3","4","2","3","3","4","3",,,,,,,,,,"5/1/2025, 5:27:39 PM",
6369,"ذكر","منطقة عسير","من 40 إلى 55 سنة","أبها","4",,"5",,,"5",,"2","4","5","3","3","5","2","4","4","4","4",,,,,,,,,"دورات المياه يجب ان يتم إلزام الشركة المسئولة عن المحطة بالنظافة المستمرة لو يخصص لدورات المياه عمال متخصصين يتناوبون عالنظافة ويكون لهم أوقات مخصصة للراحة والنوم والأكل. ويجب التركيز على المحطات بين مدن المملكة لحاجة المسافرين عن طريق البر لها باستمرار","5/18/2025, 6:17:50 PM",
6370,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","1","المظهر العام لمحطات الوقود
التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","1","other","حطات مقرفه","1","عدم توفر الدفع ببطاقات مدى","1","2","2","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","فكونا من ابويمن والعماله البنقاليه","5/1/2025, 7:38:26 PM",
6371,"ذكر","منطقة الرياض","من 56 إلى 60 سنة","الرياض","3","ضعف التقدم في تطوير المحطات
التفاوت في الخدمات المقدمة
المظهر العام لمحطات الوقود","5",,,"5",,"2","3","4","2","1","1","1","2","1","3","2","5","4","2","2","1","2","4","2","ضرورة القضاء على بقايا ممارسات التستر التجاري في هذا المجال ضرورة تكثيف المهام الرقابية على محطات الوقود بجميع خدماتها وتوحيد الجهة الحكومية المشرفة لتجنب التفاوت في مهام الرقابة وتطبيق الانظمة والعقوبات المترتبة على الاخلال بها.ضرورة مراعاة نسبة المضخات الى عدد السيارات ومراعاة عدد العمالة واتجاهات تعبئة السيارات. ضرورة ايضاح اسعار الوقود لكل محطة حسب بعدها عن مصادر الطاقة الرئيسية وعدم ترك تقدير هذا الامر لاصحاب المحطات.تسليم المحطات داخل المدن او خارجها لشركات متخصصة لها قدرات كبيرة في هذا المجال لما في ذلك من مزايا تشغيلية ممتازة وعوائد اقتصادية جيدة على الشركات ","5/1/2025, 7:24:21 PM",
6372,"أنثى","منطقة الرياض","من 18 إلى 29 سنة","الرياض","2","التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات
other","5",,,"5",,"2","2","5","3","1","1","1","2","3","3","4","5","5","3","2","1","3","3","5","قدم لي خدمة مميزة ورائعه وانا مستعد كعميل ادفع زي ما ادفع بالخارج والأهم طبعاً ما يكون سعر مبالغ فيه يعني بالخارج ندفع ريال تقريباً الى ٣ ريال مقابل دخول الى دورة المياة ولكن ادخل حاجه نظيف جدددداً + وجودة دورة مياة حتى بالمدن شيء مفروض اجباري لان الرياض اقصر مشوار فيها ٤٠ دقيقه ! + ","5/18/2025, 5:11:08 PM",
6373,"ذكر","منطقة مكة المكرمة","من 40 إلى 55 سنة","جدة","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"6/24/2025, 10:36:02 AM",
6374,"أنثى","منطقة المدينة المنورة","من 40 إلى 55 سنة","المدينة المنورة","4",,"4",,,"1","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","2","4","3","3","3","2","1","3","3","4","4",,,,,,,,," اضافة ماكينات هواء الاطارات   الالكترونيه / اهمية  التاكيد على المحطات بضرورة قبول الدفع بالبطاقات الائتمانية// منع السيارات التي تقوم بعكس المسار  لمجرد الرغبه في الحصول على الوقود اولا","5/18/2025, 5:08:13 PM",
6375,"ذكر","منطقة الرياض","من 18 إلى 29 سنة","الرياض","5",,"5",,,"5",,"3","5","5","3","5","5","5","5","2","5","5",,,,,,,,,"يكون متوفر عدة مطاعم","6/2/2025, 1:04:42 PM",
6376,"ذكر","منطقة مكة المكرمة","من 40 إلى 55 سنة","مكة المكرمة","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"تأمين فلتتر. ديزل وتمظيف دائرة المكيف","5/1/2025, 8:18:56 PM",
6377,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الدمام","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 6:06:26 PM",
6378,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","4",,"5",,,"5",,"4","4",,,,,,,,,,,,,,,,,,"ارجو النظر في نظافة بعض المحطات داخل وخارج المدن وشكراً","5/18/2025, 6:57:35 PM",
6379,"ذكر","منطقة مكة المكرمة","من 30 إلى 39 سنة","جدة","3","ضعف التقدم في تطوير المحطات","2","عدم توفر وقود 95
other","عدم توفير بنزين ٩٨","5",,"3","3","3","1","1","1","1","5","5","4","2","3","1","1","1","1","5","5","2",,"5/1/2025, 6:15:11 PM",
6380,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","3","التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","4",,,"4",,"2","4","5","4","3","2","2","2","3","3","2",,,,,,,,,"تطوير المحطات الكهربائية ","5/1/2025, 6:43:51 PM",
6381,"ذكر","منطقة المدينة المنورة","من 40 إلى 55 سنة","المدينة المنورة","5",,"3","عدم توفر وقود 95",,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/18/2025, 5:40:36 PM",
6382,"ذكر","منطقة القصيم","من 40 إلى 55 سنة","الأسياح","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"حث عمال المحطات في التحلي في الاخلاق وحسن التعامل وفقكم الله ","5/1/2025, 6:19:22 PM",
6383,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الخرج","4",,"3","عدم توفر وقود 95",,"5",,"4","5",,,,,,,,,,,,,,,,,,"الحرص على نظافة دورات المباه خصوصا للنساء ، وزيادة عدد المحطات على الطريق","5/2/2025, 2:54:12 AM",
6384,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","شقراء","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"تخفيض سعر الوقود ","5/1/2025, 10:02:26 PM",
6385,"ذكر","المنطقة الشرقية","من 30 إلى 39 سنة","الأحساء","1","ضعف التقدم في تطوير المحطات","1","عدم توفر ديزل",,"3","عدم توفر الدفع بالبطاقات الائتمانية","4","1",,,,,,,,,,"1","4","2","2","1","2","3","4","اجبار كل المحطات بتوفير الديزل","5/18/2025, 5:01:44 PM",
6386,"ذكر","منطقة الرياض","أكثر من 60 سنة","الرياض","4",,"5",,,"3","عدم توفر الدفع بالبطاقات الائتمانية","3","4","5","4","3","4","2","3","4","5","5",,,,,,,,,,"5/10/2025, 5:45:14 PM",
6387,"ذكر","المنطقة الشرقية","من 30 إلى 39 سنة","الأحساء","3","التفاوت في الخدمات المقدمة","3","عدم توفر وقود 95",,"3","عدم توفر الدفع ببطاقات مدى","3","3","3","3","4","4","4","4","4","3","4","3","4","4","5","5","5","5","5",,"5/18/2025, 6:20:39 PM",
6388,"ذكر","منطقة الباحة","أكثر من 60 سنة","الباحة","5",,"5",,,"4",,"5","5",,,,,,,,,,,,,,,,,,,"5/18/2025, 10:51:19 PM",
6389,"ذكر","منطقة جازان","من 18 إلى 29 سنة","جازان","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 5:48:29 PM",
6390,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"6/18/2025, 2:22:34 PM",
6391,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","3","التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","4",,,"4",,"1","3","3","3","1","1","1","3","1","3","1","4","4","3","3","1","3","3","3",,"5/1/2025, 6:49:45 PM",
6392,"ذكر","المنطقة الشرقية","من 30 إلى 39 سنة","حفر الباطن","5",,"3","عدم توفر وقود 95
other","الجودة ليست بالمستوى المأمول","5",,"4","4",,,,,,,,,,,,,,,,,,,"5/1/2025, 5:47:53 PM",
6393,"أنثى","المنطقة الشرقية","من 40 إلى 55 سنة","الأحساء","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/19/2025, 10:23:29 AM",
6394,"ذكر","منطقة عسير","من 40 إلى 55 سنة","خميس مشيط","4",,"4",,,"4",,"2","3","4","2","2","3","2","3","3","3","4","2","3","3","4","2","4","4","2",,"5/18/2025, 5:15:23 PM",
6395,"ذكر","منطقة نجران","من 40 إلى 55 سنة","نجران","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"التوفيق على جهودكم الملموسه ","5/18/2025, 5:06:34 PM",
6396,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","العديد","3","التفاوت في الخدمات المقدمة
المظهر العام لمحطات الوقود","5",,,"1","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","1","5","5","3","2","2","2","2","2","3","3",,,,,,,,,"نأمل تكون محطات مثل محطات وقود ادنوك متكامله ونطافة ومتنوعه","5/18/2025, 7:16:18 PM",
